version,name,statement_count,statements_md5
20260829211615,pulso_internal_post_share_message_type,1,0afe7754b0c6a97acac02a07ee630a52
20260829212037,standardize_notification_ecosystem_v1,1,797a77bc9ccc9b81636379cde1e88cbd
20260829212324,standardize_notification_ecosystem_v1,1,0d87873e0f4499c98d4f4f876424d95d
20260829212440,notification_ecosystem_cleanup_scopes_v1,1,acb784a964deb0a5b99bbd0a00cbd721
20260829213055,standardize_notification_ecosystem_v1,1,32e16451267cc1d1f92349acd14d5009
20260829213321,complete_notification_event_sources_v1,1,7b1a89ba0e425ee526b59d4685bd421d
20260829213431,pulso_comment_like_notifications,1,169c239e9c745cde8fc14de3030fb512
20260829213514,fix_pulso_comment_like_notification_type,1,99302730404af90fc808b34520c2ddaf
20260829213532,include_pulso_comment_like_notification_type,1,00a3a6a01b8ac4856fb20764522cfdd5
20260829214358,fix_pulso_like_trigger_record_shape,1,91944d69343ac3d38b6128a3b518a55e
20260829223937,align_zuno_onboarding_rules_20260829,1,58eb381ae804326592f632bcb7f22d73
20260829231748,profile_presence_status_hardening,1,0d933490e9661e5fc9ddda75e0ab0d6e
20260829231931,tighten_user_presence_grants,1,86a31fe6824f0f835570010e0457b66b
20260830001616,secure_and_realtime_pulso_comment_likes,1,da2ff7875197da39779e369b16bd1392
20260830003421,pulso_post_likers_rpc,1,a256677fd3e2fbdc2326b72e1e3c2c77
20260830004513,zuno_pulso_share_targets_v1,1,31991f9834eeb21ebe5d8bb980fecbae
20260830013314,create_aura_authority_foundation,1,46cb5270f4e20e2d2707ad5613c4b22d
20260830013720,secure_aura_authority_access,1,94cdc9fa243ec57d5a3f7d0f70374322
20260830014156,aura_authority_server_engine,1,02234fbb67964615acfac0eaa7a957c8
20260830014221,fix_aura_authority_engine_column_ambiguity,1,e795902760de5c35eed66f8224588eca
20260830014941,aura_authority_anti_abuse_guard,1,19c87c6d8330ccdc5a942ee19b7d0f4d
20260830015044,harden_aura_anti_abuse_internal_tables,1,3bd864b47daeec26e46d0d73231e2490
20260830021251,integrate_zuno_stack_authority,1,bea265c46ca52e56588eaefb8183056d
20260830021406,move_zuno_stack_authority_claim_private,1,9e04f56171242646de8e2fd25110998d
20260830023328,enable_secure_zuno_stack_solo_authority,1,e30f70c01ed50875b32c5483fca16e16
20260830024952,server_authoritative_zuno_stack_pulse_shift,1,0e8e9f04f95b52fcf1efea9fa6cdea38
20260830025617,harden_friend_request_pair_uniqueness,1,fe5212e4b69de1ba84b44809538445e2
20260830030137,create_global_xp_core,1,6c680243cd14c91784812cd2cc9f4e83
20260830030209,harden_xp_rules_rls,1,a83aca3ca740e3b31aac358136559637
20260830030644,expose_public_global_xp_level_safely,1,62a59662e0ff5f247442aac62f3d5e83
20260830030654,server_authoritative_zuno_stack_pulse_shift,1,5b01c3c3edd932b07fed177cd8ae1797
20260830031937,server_authoritative_zuno_stack_pulse_shift_r2,1,8f46a1b933af198672eb83a7c1c03444
20260830032033,harden_global_xp_table_grants,1,788d7fcab7bb769c105478c339bf41ab
20260830032034,fix_profile_username_min_length,1,1e823b8a4e65ac08f78b3e94ac910b2e
20260830032458,enforce_user_blocks_on_room_invites,1,30e362b9e9f25b7ab59e387f4e070862
20260830032709,fix_game_challenge_decline_notification,1,48dc403fd9f4759e0ed61e8b72a5bd70
20260830033601,server_authoritative_zuno_stack_hint,1,e2ddc125a6f0dd83feb1a712577140a4
20260830034449,server_authoritative_zuno_stack_fluxo_troca,1,fa4bad336b07e5630c7c391c78889153
20260830035506,server_authoritative_zuno_stack_board_powers,1,c23a7c2bc37796c350f3ddf92999f145
20260830040257,server_authoritative_zuno_stack_gelo,1,7f09c1474beadb746bf8d26bb0013946
20260830041009,server_authoritative_zuno_stack_desfazer,1,597d6405e06f4b29008850312d3a0ce2
20260830043303,harden_zuno_stack_reward_system_authority,1,43ad98a06276bd46baa77fd2ed51a52a
20260830043411,block_client_zuno_stack_reward_state_mutation,1,63ad1dad251cdf82c44e6836b04261c2
20260830043810,block_client_zuno_stack_power_state_mutation,1,0359ffafe96ebfa0063d207f1bda0138
20260830043900,block_client_zuno_stack_timer_state_mutation,1,0046754fb408e241a598c48d4b9587c1
20260830044301,harden_room_reward_rpc_surface,1,a5d2dcafa6259aec2ab40aeda35b29a4
20260830045707,harden_room_moderator_rpc_surface,1,0c1be180a58e635127ad328560a1f2b6
20260830045726,harden_room_moderation_rpc_surface,1,817bcadd6dcdf4a78afd786c2404ba13
20260830045902,harden_room_session_seat_rpc_surface,1,f788335922c2ce1cada82ca97d53eeb0
20260830050201,harden_friendship_block_rpc_surface,1,9814653444ace644685f581e0a6a8bd5
20260830050215,revoke_direct_friendship_private_rpc_execution,1,be01b348c68f9ef8105c2c4fbb37d594
20260830050625,harden_identity_profile_rpc_surface,1,9d3458675b1e1129d40e5231875f895b
20260830050805,harden_messaging_group_rpc_surface,1,ec4f416658cc45228903324f914cc509
20260830051048,harden_game_challenge_leaderboard_rpc_surface,1,96d2c667e67c22002b5591d01b334584
20260830051413,normalize_user_presence_timestamp,1,85a72a2f4c40710a19d9069fa0533724
20260830051432,harden_room_report_integrity,1,61b87e8820437c4633849b7df13a30a5
20260830051640,require_room_report_target_membership,1,ecd65436256aa29910fe003e4dbe18bc
20260830054631,harden_group_owner_transfer,1,c7064f81bfa9baf35f8ef25a5cb3a7e7
20260830055051,optimize_rls_and_authority_claim_indexes,1,8137471d12f4c91d1207b879d690d37a
20260830061520,contain_client_authoritative_desafio_scores,1,78b464601954e576bdf1572232f6eff0
20260830062822,contain_private_pulso_media_on_public_bucket,1,a30932b87bd74ea30dde64d740ce4ecb
20260830130714,add_stack_abandon_solo_round,1,427b71b912bce377fbc4d59677d01494
20260830132925,grant_authenticated_voice_broadcast_guard_execute,1,3d2672464bae121c6bb3c0fe9863b6c3
20260830133109,harden_voice_broadcast_guard_caller_identity,1,8948fd5e3e95884b798f12511aea9433
20260830152333,allow_stack_new_round_after_inactive_state,1,f5e9776caa97ab9e60bd3dc92b1c2171
20260830152708,harden_message_timestamp_integrity,1,586ef3fcc8e14423281a006f06a7ceea
20260830153553,harden_moments_report_target_integrity,1,38b24b24b798e300d6b8ef90998d74e6
20260830154207,harden_pulso_impression_integrity,1,0a32634bd7ddf0ba9223423e202e0937
